Type,Agreement,Description,Year,Community,Also Known As,Name,Town,Source
Natural Gas Pipeline Benefits Agreements  (PBAs),Prince Rupert Gas Transmission Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2015,Halfway River,,Halfway River,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Prince Rupert Gas Transmission Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2015,Lake Babine,,Lake Babine,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Prince Rupert Gas Transmission Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2017,Lax Kw'alaams,,Lax Kw'alaams,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Prince Rupert Gas Transmission Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2016,Metlakatla First Nation,,Metlakatla,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Prince Rupert Gas Transmission Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2014,Nisga'a Nation,,Nisga'a,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Prince Rupert Gas Transmission Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2015,Takla Lake,,Takla Lake,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Prince Rupert Gas Transmission Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2014,Tl'azt'en,,Tl'azt'en,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Prince Rupert Gas Transmission Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2014,Yekooche,,Yekooche,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Westcoast Connector Gas Transmission Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2015,Doig River,,Doig River,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Westcoast Connector Gas Transmission Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2015,Gitanyow,,Gitanyow,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Westcoast Connector Gas Transmission Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2014,Gitxaala,,Gitxaala,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Westcoast Connector Gas Transmission Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2016,Metlakatla First Nation,,Metlakatla,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Westcoast Connector Gas Transmission Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2015,Takla Lake,,Takla Lake,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,Agreement on Environmental Monitoring of the Pacific Northwest LNG Project (Lax Kw'alaams & Metlakatla),Other Liquefied Natural Gas Related Agreements,2017,Lax Kw'alaams,,Lax Kw'alaams,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,"Coastal First Nations Great Bear Initiatives Society Letter of Understanding on Environmental Quality and LNG Developments on the North Coast, and Skills Training & Employment Coastal First Nations Great Bear Initiatives Society LNG Benefits Agreement (Wuikinuxv, Heiltsuk, Kitasoo/Xaixais, Gitga’at, and Metlakatla) – 2016",Other Liquefied Natural Gas Related Agreements,2016,Coastal First Nations Great Bear Initiatives Society,,Coastal Great Bear Initiatives Society,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,"Coastal First Nations Great Bear Initiatives Society Letter of Understanding on Environmental Quality and LNG Developments on the North Coast, and Skills Training & Employment Coastal First Nations Great Bear Initiatives Society LNG Benefits Agreement (Wuikinuxv, Heiltsuk, Kitasoo/Xaixais, Gitga’at, and Metlakatla) – 2016",Other Liquefied Natural Gas Related Agreements,2016,Gitga’at,,Gitga'at,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,"Coastal First Nations Great Bear Initiatives Society Letter of Understanding on Environmental Quality and LNG Developments on the North Coast, and Skills Training & Employment Coastal First Nations Great Bear Initiatives Society LNG Benefits Agreement (Wuikinuxv, Heiltsuk, Kitasoo/Xaixais, Gitga’at, and Metlakatla) – 2016",Other Liquefied Natural Gas Related Agreements,2016,Heiltsuk,,Heiltsuk,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,"Coastal First Nations Great Bear Initiatives Society Letter of Understanding on Environmental Quality and LNG Developments on the North Coast, and Skills Training & Employment Coastal First Nations Great Bear Initiatives Society LNG Benefits Agreement (Wuikinuxv, Heiltsuk, Kitasoo/Xaixais, Gitga’at, and Metlakatla) – 2016",Other Liquefied Natural Gas Related Agreements,2016,Kitasoo/Xaixais,,Kitasoo/Xaixais,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,"Coastal First Nations Great Bear Initiatives Society Letter of Understanding on Environmental Quality and LNG Developments on the North Coast, and Skills Training & Employment Coastal First Nations Great Bear Initiatives Society LNG Benefits Agreement (Wuikinuxv, Heiltsuk, Kitasoo/Xaixais, Gitga’at, and Metlakatla) – 2016",Other Liquefied Natural Gas Related Agreements,2016,Metlakatla First Nation,,Metlakatla,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,"Coastal First Nations Great Bear Initiatives Society Letter of Understanding on Environmental Quality and LNG Developments on the North Coast, and Skills Training & Employment Coastal First Nations Great Bear Initiatives Society LNG Benefits Agreement (Wuikinuxv, Heiltsuk, Kitasoo/Xaixais, Gitga’at, and Metlakatla) – 2016",Other Liquefied Natural Gas Related Agreements,2016,Wuikinuxv,,Wuikinuxv,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,Coastal First Nations Great Bear Initiatives Society LNG Benefits Agreement - Amended,Other Liquefied Natural Gas Related Agreements,2017,Coastal First Nations Great Bear Initiatives Society,,Coastal Great Bear Initiatives Society,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,Gitga'at LNG Benefits Agreement,Other Liquefied Natural Gas Related Agreements,2017,Gitga'at,,Gitga'at,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,Gitxaala LNG Benefits Agreement,Other Liquefied Natural Gas Related Agreements,2019,Gitxaala,,Gitxaala,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,Gitxaala LNG Coastal Fund Agreement,Other Liquefied Natural Gas Related Agreements,2019,Gitxaala,,Gitxaala,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,Haisla Framework Agreement ((Lease of Crown land for industrial development in Douglas Channel),Other Liquefied Natural Gas Related Agreements,2012,Haisla,,Haisla,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,Kitselas First Nation LNG Benefits Agreement,Other Liquefied Natural Gas Related Agreements,2017,Kitselas First Nation,,Kitselas,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,Kitselas First Nation LNG Coastal Fund Agreement,Other Liquefied Natural Gas Related Agreements,2017,Kitselas First Nation,,Kitselas,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,Kitsumkalum LNG Benefits Agreement,Other Liquefied Natural Gas Related Agreements,2019,Kitsumkalum,,Kitsumkalum,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,Kitsumkalum LNG Coastal Fund Agreement,Other Liquefied Natural Gas Related Agreements,2019,Kitsumkalum,,Kitsumkalum,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,Lax Kw'alaams LNG Benefits Agreement,Other Liquefied Natural Gas Related Agreements,2017,Lax Kw'alaams,,Lax Kw'alaams,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,Lax Kw'alaams LNG Benefits Agreement Coastal Fund,Other Liquefied Natural Gas Related Agreements,2016,Lax Kw'alaams,,Lax Kw'alaams,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,Metlakatla LNG Coastal Fund Benefits Agreement,Other Liquefied Natural Gas Related Agreements,2016,Metlakatla First Nation,,Metlakatla,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,Metlakatla Pacific North West LNG Benefits Agreement,Other Liquefied Natural Gas Related Agreements,2016,Metlakatla First Nation,,Metlakatla,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,Metlakatla Pacific North West LNG Benefits Agreement-  Amendment Agreement (1),Other Liquefied Natural Gas Related Agreements,2016,Metlakatla First Nation,,Metlakatla,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,Metlakatla Pacific North West LNG Benefits Agreement - Amendment Agreement (2),Other Liquefied Natural Gas Related Agreements,2017,Metlakatla First Nation,,Metlakatla,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Other Liquefied Natural Gas Related Agreements,Squamish Nation LNG Benefits Agreement,Other Liquefied Natural Gas Related Agreements,2019,Squamish Nation,,Squamish,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Reconciliation Agreement,Carrier Sekani Tribal Council,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2015,Nadleh Whuten First Nation,Fraser Lake,Nadleh Whut’en,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Carrier Sekani Tribal Council,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2015,Nak'azdli Band,,Nak'azdli,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Carrier Sekani Tribal Council,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2015,Saik'uz First Nation,Stony Creek,Saik'uz,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Carrier Sekani Tribal Council,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2015,Stellat'en First Nation,,Stellat'en,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Carrier Sekani Tribal Council,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2015,Takla Lake First Nation,,Takla Lake,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Carrier Sekani Tribal Council,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2015,Tl'azt'en Nation,,Tl'azt'en,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Carrier Sekani Tribal Council,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2015,Ts'il Kaz Koh First Nation,Burns Lake Indian Band,Ts'il Kaz Koh,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Cheslatta Carrier Nation,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2016,Cheslatta Carrier Nation,,Cheslatta Carrier,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Coastal First Nations (Amended),Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2017,'Gitga'at First Nation,,Gitga'at,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Coastal First Nations (Amended),Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2017,Haisla First Nation,,Haisla,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Coastal First Nations (Amended),Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2017,Heiltsuk Nation,,Heiltsuk,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Coastal First Nations (Amended),Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2017,Kitasoo Indian Band,,Kitasoo/Xaixais,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Coastal First Nations (Amended),Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2017,Metlakatla First Nation,,Metlakatla,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Coastal First Nations (Amended),Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2017,Nuxalk Nation,,Nuxalk,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Coastal First Nations (Amended),Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2017,Wuikinuxv Nation,,Wuikinuxv,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Gitanyow Hereditary Chiefs,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2016,Gitanyow Hereditary Chiefs,,Gitanyow Hereditary Chiefs,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,"Haida Nation, Council of (Amended)",Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2016,Old Masset Village Council,,Old Masset Village Council,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,"Haida Nation, Council of (Amended)",Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2016,Skidegate Band Council,,Skidegate,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Heiltsuk First Nation,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2017,Heiltsuk First Nation,,Heiltsuk,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Lake Babine,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2018,Lake Babine,,Lake Babine,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Musqueam Indian Band,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2008,Musqueam Indian Band,,Musqueam,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Nanwakolas Council (2016),Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2016,Da'naxda'xw Awaetlala Nation,,Da'anaxda'xw Awaetlala,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Nanwakolas Council (2016),Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2016,K'omoks First Nation,,K'omoks,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Nanwakolas Council (2016),Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2016,Mamalilikulla-Qwe-Qwa'sot'em First Nation,,Mamalilikulla-QweʼQwaʼSotʼEm,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Nanwakolas Council (2016),Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2016,Tlowitsis First Nation,,Tlowitsis,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Saulteau First Nations,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2015,Saulteau First Nations,,Saulteau,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Secwépemc First Nations,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2019,Adams Lake Indian Band,,Adams Lake,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Secwépemc First Nations,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2019,Little Shuswap River Indian Band,,Little Shuswap River,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Secwépemc First Nations,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2019,Shuswap Indian Band,,Shuswap,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Secwépemc First Nations,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2019,Simpcw First Nation,,Simpcw,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Secwépemc First Nations,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2019,Skeetchestn Indian Band,,Skeetchestn,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Secwépemc First Nations,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2019,Splatsin,,Splatsin,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Secwépemc First Nations,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2019,Tk'emlúps te Secwepemc,Kamloops IB,Tk'emlúps te Secwepemc,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,shíshálh Foundation Agreement,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2018,shíshálh Nation,,shíshálh,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,shíshálh Nation,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2016,shíshálh Nation,,shíshálh,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Snuneymuxw First Nation,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2013,Snuneymuxw First Nation,,Snuneymuxw,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Tsartlip First Nation,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2017,Tsartlip First Nation,,Tsartlip,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
Reconciliation Agreement,Tseycum First Nation,Reconciliation Agreements create the opportunity for comprehensive and lasting reconciliation.,2012,Tseycum First Nation,,Tseycum,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/reconciliation-other-agreements
SEA,Gwa’sala-’Nakwaxda’xw Nation Consultation Engagement Agreement - 2018,Strategic Engagement Agreements (SEAs) establish mutually agreed upon procedures for consultation and accommodation.,2018,Gwa’sala-’Nakwaxda’xw Nation,,Gwa’sala-’Nakwaxda’xw,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/strategic-engagement-agreements
SEA,Kaska Dena Council (BC First Nations only) SEA) - 2018,Strategic Engagement Agreements (SEAs) establish mutually agreed upon procedures for consultation and accommodation.,2018,Daylu Dena Council,,Daylu Dena Council,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/strategic-engagement-agreements
SEA,Kaska Dena Council (BC First Nations only) SEA) - 2018,Strategic Engagement Agreements (SEAs) establish mutually agreed upon procedures for consultation and accommodation.,2018,Dease River First Nation,,Dease River,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/strategic-engagement-agreements
SEA,Kaska Dena Council (BC First Nations only) SEA) - 2018,Strategic Engagement Agreements (SEAs) establish mutually agreed upon procedures for consultation and accommodation.,2018,Kwadacha First Nation,,Kwadacha,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/strategic-engagement-agreements
